--,filename,token_ID,category,word,POS,rel
995,brainiac_female,she,women,wants,VERB,nsubj
1000,brainiac_female,her,women,loved,VERB,dobj
1009,brainiac_female,her,women,love,VERB,dobj
1030,brainiac_female,he,men,works,VERB,nsubj
1036,brainiac_female,he,men,caused,VERB,nsubj
1061,brainiac_female,he,men,neglected,VERB,nsubj
1113,brainiac_female,she,women,leaves,VERB,nsubj
1125,brainiac_female,she,women,expect,VERB,nsubj
1135,brainiac_female,she,women,expected,VERB,nsubj
1165,brainiac_female,parents,other,feel,VERB,nsubj
1227,brainiac_female,she,women,’s,VERB,nsubj
1239,brainiac_female,child,other,watching,VERB,dobj
1321,brainiac_female,father,men,real,ADJ,amod
1322,brainiac_female,father,men,come,VERB,nsubj
1336,brainiac_female,brother,men,old,ADJ,amod
1358,brainiac_female,he,men,spent,VERB,nsubj
1369,brainiac_female,student,other,popular,ADJ,amod
1397,brainiac_female,she,women,overachieving,VERB,nsubj
1424,brainiac_female,classes,other,take,VERB,dobj
1452,brainiac_female,writer,other,amazing,ADJ,amod
1459,brainiac_female,musician,other,talented,ADJ,amod
1462,brainiac_female,she,women,continues,VERB,nsubj
1466,brainiac_female,herself,women,push,VERB,dobj
1473,brainiac_female,she,women,does,VERB,nsubj
1479,brainiac_female,lady,women,incredible,ADJ,amod
1480,brainiac_female,lady,women,young,ADJ,amod
1489,brainiac_female,her,women,have,VERB,dobj
1501,brainiac_female,he,men,making,VERB,nsubj
1553,brainiac_female,you,other,have,VERB,nsubj
1566,brainiac_female,others,other,helping,VERB,dobj
1568,brainiac_female,they,other,become,VERB,nsubj
1580,brainiac_female,tribe,other minority,strong,ADJ,amod
1582,brainiac_female,tribe,other minority,loyal,ADJ,amod
1583,brainiac_female,tribe,other minority,create,VERB,dobj
1607,brainiac_female,she,women,sees,VERB,nsubj
1618,brainiac_female,she,women,works,VERB,nsubj
1622,brainiac_female,she,women,sees,VERB,nsubj
1625,brainiac_female,character,other,comic,ADJ,amod
1627,brainiac_female,character,other,sees,VERB,dobj
1632,brainiac_female,her,women,involved,VERB,nsubj
1639,brainiac_female,life,women,changes,VERB,nsubj
1688,brainiac_female,friend,other,best,ADJ,amod
1698,brainiac_female,girls,women,research,VERB,nsubj
1741,brainiac_female,they,other,know,VERB,nsubj
1810,brainiac_female,herself,women,improve,VERB,dobj
1812,brainiac_female,she,women,runs,VERB,nsubj
1822,brainiac_female,she,women,codes,VERB,nsubj
1831,brainiac_female,friend,other,best,ADJ,amod
1844,brainiac_female,he,men,scatterbrained,VERB,nsubj
1851,brainiac_female,life,other,run,VERB,dobj
1859,brainiac_female,he,men,’s,VERB,nsubj
1907,brainiac_female,she,women,talks,VERB,nsubj
1915,brainiac_female,she,women,enjoy,VERB,nsubj
1920,brainiac_female,she,women,participates,VERB,nsubj
1934,brainiac_female,group,other,controversial,ADJ,amod
1942,brainiac_female,she,women,arrested,VERB,nsubjpass
1968,brainiac_female,she,women,loves,VERB,nsubj
1979,brainiac_female,she,women,loves,VERB,nsubj
1997,brainiac_female,she,women,needs,VERB,nsubj
2006,brainiac_female,her,women,stimulated,VERB,nsubjpass
2012,brainiac_female,she,women,deserves,VERB,nsubj
2025,brainiac_female,she,women,’s,VERB,nsubj
2036,brainiac_female,she,women,learned,VERB,nsubj
2111,brainiac_female,she,women,get,VERB,nsubj
2135,brainiac_female,character,other,main,ADJ,amod
2136,brainiac_female,character,other,had,VERB,nsubj
2205,brainiac_female,her,women,win,VERB,dobj
2209,brainiac_female,he,men,readied,VERB,nsubjpass
2217,brainiac_female,he,men,getting,VERB,nsubj
2236,brainiac_female,she,women,living,VERB,nsubjpass
2241,brainiac_female,life,other,safe,ADJ,amod
2244,brainiac_female,life,other,living,VERB,dobj
2247,brainiac_female,she,women,wakes,VERB,nsubj
2264,brainiac_female,she,women,has,VERB,nsubj
2285,brainiac_female,somebody,other,wants,VERB,nsubj
2290,brainiac_female,she,women,knows,VERB,nsubj
2301,brainiac_female,she,women,’s,VERB,nsubj
2306,brainiac_female,she,women,’s,VERB,nsubj
2313,brainiac_female,king,men,promotes,VERB,nsubj
2319,brainiac_female,city,other,inner,ADJ,amod
2345,brainiac_female,sisters,women,teenaged,ADJ,amod
2353,brainiac_female,you,other,excuse,VERB,nsubj
2375,brainiac_female,she,women,engaged,VERB,nsubjpass
2388,brainiac_female,children,other,focused,VERB,amod
2389,brainiac_female,children,other,fall,VERB,nsubj
2405,brainiac_female,she,women,read,VERB,nsubj
2412,brainiac_female,her,women,told,VERB,dobj
2417,brainiac_female,you,other,get,VERB,nsubj
2433,brainiac_female,she,women,loved,VERB,nsubj
2444,brainiac_female,parents,women,said,VERB,nsubj
2449,brainiac_female,researcher,other,gifted,ADJ,amod
2450,brainiac_female,researcher,other,convinced,VERB,nsubj
2455,brainiac_female,she,women,find,VERB,nsubj
2483,brainiac_female,friend,other,best,ADJ,amod
2489,brainiac_female,he,men,said,VERB,nsubj
2505,brainiac_female,you,other,meet,VERB,nsubj
2509,brainiac_female,friend,other,new,ADJ,amod
2510,brainiac_female,friend,other,meet,VERB,dobj
2523,brainiac_female,he,men,walked,VERB,nsubj
2561,brainiac_female,she,women,bearing,VERB,nsubj
2565,brainiac_female,she,women,gets,VERB,nsubj
2576,brainiac_female,she,women,has,VERB,nsubj
2593,brainiac_female,she,women,do,VERB,nsubj
2599,brainiac_female,she,women,thinks,VERB,nsubj
2605,brainiac_female,people,other,other,ADJ,amod
2606,brainiac_female,people,other,think,VERB,nsubj
2628,brainiac_female,child,other,einsteinian,ADJ,amod
2634,brainiac_female,children,other,other,ADJ,amod
2635,brainiac_female,children,other,have,VERB,dobj
2654,brainiac_female,individual,other,talented,ADJ,amod
2681,brainiac_female,society,other,issued,VERB,nsubj
2697,brainiac_female,she,women,brings,VERB,nsubj
2774,brainiac_female,she,women,becoming,VERB,nsubj
2792,brainiac_female,she,women,becoming,VERB,nsubj
2814,brainiac_female,she,women,has,VERB,nsubj
2844,brainiac_female,agent,other,top,ADJ,amod
2863,brainiac_female,girl,women,good,ADJ,amod
2864,brainiac_female,girl,women,be,VERB,nsubj
2870,brainiac_female,girl,women,bad,ADJ,amod
2896,brainiac_female,she,women,had,VERB,nsubj
2909,brainiac_female,she,women,’s,VERB,nsubj
2918,brainiac_female,she,women,gifted,VERB,nsubjpass
2932,brainiac_female,her,women,get,VERB,nsubj
2939,brainiac_female,she,women,hiding,VERB,nsubj
2944,brainiac_female,she,women,got,VERB,nsubj
2955,brainiac_female,her,women,stand,VERB,nsubj
2960,brainiac_female,girls,women,other,ADJ,amod
2980,brainiac_female,she,women,answers,VERB,nsubj
2996,brainiac_female,you,other,thank,VERB,dobj
3010,brainiac_female,she,women,knows,VERB,nsubj
3014,brainiac_female,she,women,talking,VERB,nsubj
3049,brainiac_female,davis,named,named,VERB,dobj
3062,brainiac_female,she,women,have,VERB,nsubj
3074,brainiac_female,boys,men,big,ADJ,amod
3079,brainiac_female,person,other,own,ADJ,amod
3082,brainiac_female,she,women,values,VERB,nsubj
3085,brainiac_female,community,other,values,VERB,dobj
3089,brainiac_female,she,women,needs,VERB,nsubj
3109,brainiac_female,he,men,said,VERB,nsubj
3185,brainiac_female,she,women,asked,VERB,nsubj
3192,brainiac_female,her,women,having,VERB,dobj
3215,brainiac_female,she,women,has,VERB,nsubj
3230,brainiac_female,director,other,former,ADJ,amod
3248,brainiac_female,her,women,having,VERB,dobj
3278,brainiac_female,she,women,went,VERB,nsubj
3291,brainiac_female,she,women,said,VERB,nsubj
3316,brainiac_female,student,other,quick,ADJ,amod
3319,brainiac_female,she,women,knew,VERB,nsubj
3334,brainiac_female,them,other,hearing,VERB,dobj
3349,brainiac_female,she,women,took,VERB,nsubj
3360,brainiac_female,she,women,loved,VERB,nsubj
3368,brainiac_female,person,other,sentimental,ADJ,amod
3375,brainiac_female,she,women,becomes,VERB,nsubj
3384,brainiac_female,she,women,builds,VERB,nsubj
3394,brainiac_female,person,other,first,ADJ,amod
3409,brainiac_female,her,women,liked,VERB,dobj
3413,brainiac_female,she,women,’s,VERB,nsubj
3436,brainiac_female,you,other,went,VERB,nsubj
3451,brainiac_female,she,women,liked,VERB,nsubj
3454,brainiac_female,sister,women,older,ADJ,amod
3479,brainiac_female,she,women,dating,VERB,nsubj
3522,brainiac_female,she,women,has,VERB,nsubj
3558,brainiac_female,student,other,returning,VERB,amod
3559,brainiac_female,student,other,found,VERB,nsubjpass
3584,brainiac_female,class,other,went,VERB,nsubj
3646,brainiac_female,you,other,come,VERB,nsubj
3650,brainiac_female,doctor,other,used,VERB,nsubj
3691,brainiac_female,she,women,geeks,VERB,nsubj
3822,brainiac_female,student,other,straight,ADJ,amod
3834,brainiac_female,she,women,works,VERB,nsubj
3839,brainiac_female,she,women,does,VERB,nsubj
3857,brainiac_female,she,women,comes,VERB,nsubj
3863,brainiac_female,she,women,care,VERB,nsubj
3875,brainiac_female,she,women,get,VERB,nsubj
3889,brainiac_female,she,women,loves,VERB,nsubj
3892,brainiac_female,friends,women,loves,VERB,dobj
3902,brainiac_female,sister,women,good,ADJ,amod
3903,brainiac_female,sister,women,loves,VERB,dobj
3924,brainiac_female,she,women,covering,VERB,nsubj
3964,brainiac_female,person,other,dangerous,ADJ,amod
3972,brainiac_female,you,other,know,VERB,nsubj
4008,brainiac_female,he,men,work,VERB,nsubj
4015,brainiac_female,he,men,make,VERB,nsubj
4019,brainiac_female,you,other,laugh,VERB,nsubj
4027,brainiac_female,communities,other,several,ADJ,amod
4038,brainiac_female,team,other,knowledgeable,ADJ,amod
4040,brainiac_female,team,other,attentive,ADJ,amod
4041,brainiac_female,team,other,met,VERB,dobj
4045,brainiac_female,they,other,know,VERB,nsubj
4082,brainiac_female,friend,other,says,VERB,nsubj
4092,brainiac_female,she,women,want,VERB,nsubj
4118,brainiac_female,herself,women,supports,VERB,dobj
4128,brainiac_female,seeker,other,described,VERB,amod
4135,brainiac_female,she,women,says,VERB,dobj
4144,brainiac_female,she,women,meets,VERB,nsubj
4150,brainiac_female,woman,women,working,VERB,amod
4166,brainiac_female,she,women,taking,VERB,nsubj
4216,brainiac_female,you,other,know,VERB,nsubj
4220,brainiac_female,he,men,said,VERB,nsubj
4250,brainiac_female,you,other,tell,VERB,dobj
4267,brainiac_female,he,men,said,VERB,nsubj
4286,brainiac_female,she,women,finished,VERB,nsubjpass
4304,brainiac_female,she,women,loves,VERB,nsubj
4309,brainiac_female,she,women,spends,VERB,nsubj
4320,brainiac_female,she,women,loves,VERB,nsubj
4332,brainiac_female,she,women,believes,VERB,nsubj
4355,brainiac_female,she,women,has,VERB,nsubj
4406,brainiac_female,host,other,created,VERB,dobj
4412,brainiac_female,life,women,easier,ADJ,nsubj
4421,brainiac_female,you,other,have,VERB,nsubj
4466,brainiac_female,woman,women,know,VERB,nsubj
4472,brainiac_female,she,women,going,VERB,nsubj
4489,brainiac_female,she,women,’s,VERB,nsubj
4492,brainiac_female,woman,women,multi,ADJ,amod
4493,brainiac_female,woman,women,-,ADJ,amod
4494,brainiac_female,woman,women,faceted,ADJ,amod
4530,brainiac_female,them,other,ask,VERB,dobj
4532,brainiac_female,they,other,think,VERB,nsubj
4534,brainiac_female,she,women,’s,VERB,nsubj
4539,brainiac_female,friends,other,reply,VERB,nsubj
4578,brainiac_female,she,women,talking,VERB,nsubj
4618,brainiac_female,you,other,thank,VERB,dobj
4666,brainiac_female,she,women,received,VERB,nsubj
4694,brainiac_female,he,men,referring,VERB,nsubj
4699,brainiac_female,he,men,began,VERB,nsubj
4715,brainiac_female,she,women,expanding,VERB,nsubj
4722,brainiac_female,she,women,getting,VERB,nsubj
4735,brainiac_female,she,women,putting,VERB,nsubj
4748,brainiac_female,she,women,done,VERB,nsubj
4853,brainiac_female,she,women,coming,VERB,nsubj
4875,brainiac_female,she,women,pushes,VERB,nsubj
4904,brainiac_female,person,other,wonderful,ADJ,amod
4941,brainiac_female,child,other,only,ADJ,amod
4945,brainiac_female,she,women,wrote,VERB,nsubj
4955,brainiac_female,friends,other,multiple,ADJ,amod
4956,brainiac_female,friends,other,imaginary,ADJ,amod
4978,brainiac_female,she,women,resides,VERB,nsubj
5014,brainiac_female,president,other,first,ADJ,amod
5034,brainiac_female,you,other,put,VERB,nsubj
5041,brainiac_female,you,other,get,VERB,nsubj
5072,brainiac_female,her,women,keeping,VERB,dobj
5104,brainiac_female,she,women,going,VERB,nsubj
5126,brainiac_female,she,women,had,VERB,nsubj
5148,brainiac_female,she,women,going,VERB,nsubj
5171,brainiac_female,you,other,let,VERB,nsubj
5223,brainiac_female,she,women,doing,VERB,nsubj
5237,brainiac_female,she,women,involved,VERB,nsubjpass
5242,brainiac_female,groups,other,various,ADJ,amod
5253,brainiac_female,singer,other,good,ADJ,amod
5257,brainiac_female,she,women,draws,VERB,nsubj
5333,brainiac_female,she,women,came,VERB,nsubj
5343,brainiac_female,you,other,need,VERB,nsubj
5363,brainiac_female,person,other,smart,ADJ,amod
5365,brainiac_female,person,other,fun,ADJ,amod
5398,brainiac_female,friend,other,great,ADJ,amod
5406,brainiac_female,you,other,re,VERB,nsubj
5430,brainiac_female,they,other,keep,VERB,nsubj
5437,brainiac_female,you,other,notice,VERB,nsubj
5489,brainiac_female,you,other,ready,ADJ,nsubj
5505,brainiac_female,educator,other,certified,VERB,amod
5510,brainiac_female,student,other,doctoral,ADJ,amod
5534,brainiac_female,professionals,other,warm,ADJ,amod
5601,brainiac_female,she,women,meets,VERB,nsubj
5612,brainiac_female,boy,men,brooding,VERB,dobj
5661,brainiac_female,friend,other,headed,VERB,amod
5700,brainiac_female,they,other,try,VERB,nsubj
5771,brainiac_female,doctors,other,thought,VERB,nsubj
5788,brainiac_female,victim,other,become,VERB,nsubj
5863,brainiac_female,her,women,go,VERB,nsubj
5877,brainiac_female,she,women,knows,VERB,nsubj
5918,brainiac_female,daughter,women,old,ADJ,amod
5924,brainiac_female,she,women,turned,VERB,nsubj
5930,brainiac_female,traitor,other,total,ADJ,amod
5937,brainiac_female,traitor,other,using,VERB,dobj
5950,brainiac_female,she,women,started,VERB,nsubj
5954,brainiac_female,sister,women,loving,VERB,amod
5975,brainiac_female,everyone,other,kill,VERB,dobj
5976,brainiac_female,she,women,loved,VERB,nsubj
6014,brainiac_female,people,other,rubs,VERB,dobj
6022,brainiac_female,she,women,talks,VERB,nsubj
6034,brainiac_female,her,women,leaving,VERB,dobj
6041,brainiac_female,everyone,other,expecting,VERB,nsubj
6044,brainiac_female,her,women,socialize,VERB,nsubj
6110,brainiac_female,class,other,other,ADJ,amod
6121,brainiac_female,friends,other,good,ADJ,amod
6137,brainiac_female,brother,men,big,ADJ,amod
6142,brainiac_female,friend,other,good,ADJ,amod
6160,brainiac_female,she,women,loves,VERB,nsubj
6197,brainiac_female,she,women,loves,VERB,nsubj
6227,brainiac_female,teenager,other,mortal,ADJ,amod
6299,brainiac_female,she,women,figures,VERB,nsubj
6305,brainiac_female,everyone,other,keep,VERB,dobj
6339,brainiac_female,you,other,argue,VERB,nsubj
6359,brainiac_female,she,women,feels,VERB,nsubj
6362,brainiac_female,she,women,fooling,VERB,nsubj
6365,brainiac_female,everyone,other,fooling,VERB,dobj
6384,brainiac_female,girl,women,wonderful,ADJ,amod
6386,brainiac_female,girl,women,thoughtful,ADJ,amod
6402,brainiac_female,you,other,know,VERB,nsubj
6421,brainiac_female,everyone,other,knows,VERB,nsubj
6454,brainiac_female,intellect,women,shown,VERB,nsubjpass
6474,brainiac_female,kid,other,bullied,VERB,nsubjpass
6479,brainiac_female,she,women,used,VERB,nsubj
6489,brainiac_female,him,men,bullying,VERB,dobj
6491,brainiac_female,her,women,bullying,VERB,dobj
6547,brainiac_female,you,other,connect,VERB,nsubj
6596,brainiac_female,you,other,count,VERB,nsubj
6614,brainiac_female,she,women,tackle,VERB,nsubj
6637,brainiac_female,she,women,have,VERB,nsubj
6653,brainiac_female,she,women,said,VERB,nsubj
6662,brainiac_female,she,women,find,VERB,nsubj
6670,brainiac_female,she,women,got,VERB,nsubj
6685,brainiac_female,city,other,interesting,ADJ,amod
6719,brainiac_female,city,other,has,VERB,nsubj
6722,brainiac_female,population,other,has,VERB,dobj
6756,brainiac_female,nurse,other,ex,ADJ,amod
6757,brainiac_female,nurse,other,-,ADJ,amod
6758,brainiac_female,nurse,other,military,ADJ,amod
6782,brainiac_female,teacher,other,burnt,VERB,amod
6795,brainiac_female,she,women,beat,VERB,nsubj
6805,brainiac_female,people,other,many,ADJ,amod
6811,brainiac_female,they,other,fell,VERB,nsubj
6821,brainiac_female,you,other,get,VERB,nsubj
6825,brainiac_female,him,men,calling,VERB,dobj
6827,brainiac_female,homosexual,other,flaming,ADJ,amod
6868,brainiac_female,she,women,said,VERB,nsubj
6875,brainiac_female,you,other,run,VERB,nsubj
6880,brainiac_female,she,women,did,VERB,nsubj
6885,brainiac_female,she,women,’s,VERB,nsubj
6906,brainiac_female,she,women,’s,VERB,nsubj
6911,brainiac_female,she,women,came,VERB,nsubj
6927,brainiac_female,reader,other,avid,ADJ,amod
6938,brainiac_female,she,women,found,VERB,nsubjpass
6977,brainiac_female,runner,other,great,ADJ,amod
6987,brainiac_female,she,women,gets,VERB,nsubj
7009,brainiac_female,she,women,needs,VERB,nsubj
7016,brainiac_female,people,other,look,VERB,nsubj
7021,brainiac_female,she,women,feels,VERB,nsubj
7028,brainiac_female,she,women,has,VERB,nsubj
7039,brainiac_female,she,women,finds,VERB,nsubj
7062,brainiac_female,guy,men,great,ADJ,amod
7067,brainiac_female,she,women,know,VERB,nsubj
7073,brainiac_female,he,men,read,VERB,nsubj
7139,brainiac_female,people,other,written,VERB,nsubj
7165,brainiac_female,she,women,get,VERB,nsubj
7172,brainiac_female,she,women,teaches,VERB,nsubj
7175,brainiac_female,kids,other,other,ADJ,amod
7176,brainiac_female,kids,other,teaches,VERB,dobj
7182,brainiac_female,teacher,women,calls,VERB,nsubj
7184,brainiac_female,her,women,calls,VERB,dobj
7186,brainiac_female,teacher,other,little,ADJ,amod
7196,brainiac_female,everyone,other,says,VERB,nsubj
7237,brainiac_female,you,other,see,VERB,nsubj
7244,brainiac_female,she,women,’s,VERB,nsubj
7247,brainiac_female,person,other,brainy,ADJ,amod
7294,brainiac_female,her,women,tutor,VERB,nsubj
7297,brainiac_female,you,other,tutor,VERB,dobj
7305,brainiac_female,he,men,said,VERB,nsubj
7321,brainiac_female,he,men,dropped,VERB,nsubj
7340,brainiac_female,you,other,talking,VERB,nsubj
7365,brainiac_female,she,women,said,VERB,nsubj
7370,brainiac_female,you,other,invited,VERB,nsubjpass
7399,brainiac_female,woman,women,blond,ADJ,amod
7431,brainiac_female,she,women,runs,VERB,nsubj
7448,brainiac_female,she,women,meets,VERB,nsubj
7488,brainiac_female,she,women,gets,VERB,nsubj
7495,brainiac_female,she,women,has,VERB,nsubj
7515,brainiac_female,he,men,turned,VERB,nsubj
7525,brainiac_female,her,women,put,VERB,dobj
7530,brainiac_female,her,women,smile,VERB,nsubj
7540,brainiac_female,her,women,find,VERB,dobj
7573,brainiac_female,she,women,took,VERB,nsubj
7576,brainiac_female,daughter,women,took,VERB,dobj
7636,brainiac_female,she,women,understands,VERB,nsubj
7640,brainiac_female,she,women,doing,VERB,nsubj
7649,brainiac_female,she,women,got,VERB,nsubjpass
7659,brainiac_female,she,women,forget,VERB,nsubj
7666,brainiac_female,girl,women,looked,VERB,nsubj
7677,brainiac_female,you,other,remember,VERB,nsubj
7688,brainiac_female,you,other,think,VERB,nsubj
7712,brainiac_female,you,other,see,VERB,nsubj
7726,brainiac_female,you,other,see,VERB,nsubj
7793,brainiac_female,city,other,save,VERB,dobj
7810,brainiac_female,students,other,amazing,ADJ,amod
7847,brainiac_female,male,men,defeated,VERB,dobj
7869,brainiac_female,she,women,seen,VERB,nsubjpass
7892,brainiac_female,she,women,tries,VERB,nsubj
7910,brainiac_female,character,other,positive,ADJ,amod
7918,brainiac_female,life,women,live,VERB,dobj
7993,brainiac_female,outcast,other,social,ADJ,amod
8015,brainiac_female,mother,women,evil,ADJ,amod
8018,brainiac_female,mother,women,loves,VERB,nsubj
8025,brainiac_female,girls,women,other,ADJ,amod
8027,brainiac_female,girls,women,hates,VERB,dobj
8051,brainiac_female,brother,men,evil,ADJ,amod
8086,brainiac_female,guy,men,handsome,ADJ,amod
8112,brainiac_female,she,women,visits,VERB,nsubj
8125,brainiac_female,she,women,finds,VERB,nsubj
8142,brainiac_female,she,women,helped,VERB,nsubj
8172,brainiac_female,she,women,guided,VERB,nsubj
8268,brainiac_female,people,other,most,ADJ,amod
8269,brainiac_female,people,other,do,VERB,nsubj
8282,brainiac_female,you,other,getting,VERB,nsubj
8297,brainiac_female,she,women,has,VERB,nsubj
8304,brainiac_female,friends,other,making,VERB,dobj
8317,brainiac_female,she,women,has,VERB,nsubj
8326,brainiac_female,girl,women,sweet,ADJ,amod
8329,brainiac_female,she,women,hardworking,VERB,nsubj
8335,brainiac_female,organizer,other,great,ADJ,amod
8361,brainiac_female,she,women,lives,VERB,nsubj
8382,brainiac_female,she,women,mean,VERB,nsubj
8395,brainiac_female,she,women,mean,VERB,nsubj
8401,brainiac_female,she,women,likes,VERB,nsubj
8417,brainiac_female,she,women,has,VERB,nsubj
8425,brainiac_female,she,women,called,VERB,nsubjpass
8491,brainiac_female,you,other,look,VERB,nsubj
8496,brainiac_female,thinker,other,logical,ADJ,amod
8499,brainiac_female,she,women,liked,VERB,nsubj
8510,brainiac_female,she,women,grew,VERB,nsubj
8514,brainiac_female,she,women,began,VERB,nsubj
8526,brainiac_female,she,women,became,VERB,nsubj
8538,brainiac_female,parents,women,allowed,VERB,nsubj
8540,brainiac_female,her,women,have,VERB,nsubj
8544,brainiac_female,she,women,wanted,VERB,nsubj
8570,brainiac_female,she,women,called,VERB,nsubj
8572,brainiac_female,her,women,called,VERB,dobj
8582,brainiac_female,she,women,likes,VERB,nsubj
8592,brainiac_female,she,women,has,VERB,nsubj
8604,brainiac_female,she,women,’s,VERB,nsubj
8611,brainiac_female,everyone,other,disagrees,VERB,nsubj
8616,brainiac_female,she,women,has,VERB,nsubj
8648,brainiac_female,she,women,knows,VERB,nsubj
8707,brainiac_female,she,women,played,VERB,nsubjpass
8721,brainiac_female,sister,women,older,ADJ,amod
8731,brainiac_female,members,other,surviving,VERB,amod
8757,brainiac_female,you,other,getting,VERB,dobj
8767,brainiac_female,you,other,help,VERB,nsubj
8797,brainiac_female,him,men,telling,VERB,dobj
8814,brainiac_female,she,women,imagining,VERB,nsubj
8838,brainiac_female,women,women,other,ADJ,amod
8857,brainiac_female,brother,men,younger,ADJ,amod
8890,brainiac_female,she,women,playing,VERB,nsubj
8904,brainiac_female,she,women,loves,VERB,nsubj
8922,brainiac_female,brother,men,future,ADJ,amod
8923,brainiac_female,brother,men,big,ADJ,amod
9038,brainiac_female,she,women,wants,VERB,nsubj
9060,brainiac_female,you,other,love,VERB,nsubj
9067,brainiac_female,you,other,do,VERB,nsubj
9091,brainiac_female,police,other,solve,VERB,nsubj
9096,brainiac_female,she,women,works,VERB,nsubj
9120,brainiac_female,she,women,stars,VERB,nsubj
9151,brainiac_female,she,women,goes,VERB,nsubj
9157,brainiac_female,she,women,understands,VERB,nsubj
9171,brainiac_female,she,women,has,VERB,nsubj
9184,brainiac_female,she,women,gives,VERB,nsubj
9194,brainiac_female,you,other,do,VERB,nsubj
9205,brainiac_female,boys,men,cute,ADJ,amod
9206,brainiac_female,boys,men,spoiled,VERB,nsubj
9229,brainiac_female,you,other,see,VERB,dobj
9260,brainiac_female,inmates,other,other,ADJ,amod
9261,brainiac_female,inmates,other,see,VERB,nsubj
9265,brainiac_female,her,women,see,VERB,dobj
9277,brainiac_female,she,women,ridiculed,VERB,nsubjpass
9288,brainiac_female,her,women,want,VERB,dobj
9302,brainiac_female,her,women,vulnerable,ADJ,nsubj
9317,brainiac_female,she,women,thinks,VERB,nsubj
9334,brainiac_female,she,women,hates,VERB,nsubj
9345,brainiac_female,girl,women,new,ADJ,amod
9347,brainiac_female,everyone,women,hates,VERB,nsubj
9358,brainiac_female,people,other,drives,VERB,dobj
9361,brainiac_female,she,women,inspires,VERB,nsubj
9369,brainiac_female,she,women,’s,VERB,nsubj
9372,brainiac_female,girl,women,quiet,ADJ,amod
9374,brainiac_female,girl,women,sweet,ADJ,amod
9417,brainiac_female,she,women,wants,VERB,nsubj
9425,brainiac_female,she,women,’s,VERB,nsubj
9450,brainiac_female,them,other,getting,VERB,nsubj
9454,brainiac_female,he,men,’s,VERB,nsubj
9458,brainiac_female,she,women,’s,VERB,nsubj
9458,brainiac_female,guy,men,’s,VERB,nsubj
9503,brainiac_female,she,women,knows,VERB,nsubj
9509,brainiac_female,she,women,wants,VERB,nsubj
9563,brainiac_female,she,women,conducted,VERB,nsubj
9580,brainiac_female,she,women,plans,VERB,nsubj
9607,brainiac_female,she,women,’s,VERB,nsubj
9610,brainiac_female,guy,men,great,ADJ,amod
9630,brainiac_female,you,other,handled,VERB,nsubj
9645,brainiac_female,you,other,left,VERB,nsubj
