--,filename,token_ID,category,word,POS,rel
3332,brainiac_female,she,women,seen,VERB,nsubjpass
3348,brainiac_female,woman,women,decided,VERB,nsubj
3357,brainiac_female,she,women,decided,VERB,nsubj
3380,brainiac_female,person,other,smartest,ADJ,amod
3386,brainiac_female,she,women,loved,VERB,nsubj
3393,brainiac_female,friends,women,come,VERB,nsubj
3404,brainiac_female,she,women,had,VERB,nsubj
3418,brainiac_female,she,women,started,VERB,nsubj
3437,brainiac_female,she,women,coming,VERB,nsubj
3458,brainiac_female,she,women,answer,VERB,nsubj
3549,brainiac_female,classmates,women,joke,VERB,nsubj
3562,brainiac_female,she,women,mind,VERB,nsubj
3567,brainiac_female,she,women,used,VERB,nsubjpass
3573,brainiac_female,person,other,smartest,ADJ,amod
3623,brainiac_female,she,women,fascinated,VERB,nsubjpass
3646,brainiac_female,her,women,led,VERB,dobj
3654,brainiac_female,experts,other,leading,VERB,amod
3660,brainiac_female,she,women,helped,VERB,nsubj
3691,brainiac_female,she,women,came,VERB,nsubj
3697,brainiac_female,she,women,understand,VERB,nsubj
3703,brainiac_female,she,women,decided,VERB,nsubj
3711,brainiac_female,she,women,searched,VERB,nsubj
3721,brainiac_female,she,women,find,VERB,nsubj
3728,brainiac_female,she,women,tried,VERB,nsubj
3732,brainiac_female,friends,women,asking,VERB,dobj
3735,brainiac_female,they,other,know,VERB,nsubj
3743,brainiac_female,she,women,decided,VERB,nsubj
3748,brainiac_female,professor,other,ask,VERB,dobj
3765,brainiac_female,she,women,solve,VERB,nsubj
3808,brainiac_female,she,women,set,VERB,nsubj
3819,brainiac_female,person,other,kind,ADJ,amod
3848,brainiac_female,friends,women,come,VERB,nsubj
3874,brainiac_female,professional,other,successful,ADJ,amod
3877,brainiac_female,she,women,has,VERB,nsubj
3884,brainiac_female,her,women,requires,VERB,dobj
3921,brainiac_female,she,women,knew,VERB,nsubj
3931,brainiac_female,she,women,coming,VERB,nsubj
3951,brainiac_female,colleagues,women,respected,VERB,nsubj
3954,brainiac_female,her,women,respected,VERB,dobj
3969,brainiac_female,opponents,women,respected,VERB,nsubj
3976,brainiac_female,her,women,respected,VERB,dobj
3983,brainiac_female,person,other,smartest,ADJ,amod
3998,brainiac_female,classmates,women,go,VERB,nsubj
4003,brainiac_female,they,other,needed,VERB,nsubj
4010,brainiac_female,she,women,aced,VERB,nsubj
4014,brainiac_female,she,women,took,VERB,nsubj
4027,brainiac_female,she,women,went,VERB,nsubj
4039,brainiac_female,researcher,other,leading,VERB,amod
4149,brainiac_female,she,women,solve,VERB,nsubj
4178,brainiac_female,people,other,came,VERB,nsubj
4186,brainiac_female,they,other,knew,VERB,nsubj
4188,brainiac_female,she,women,have,VERB,nsubj
4239,brainiac_female,she,women,teased,VERB,nsubjpass
4248,brainiac_female,she,women,mind,VERB,nsubj
4253,brainiac_female,she,women,knew,VERB,nsubj
4313,brainiac_female,she,women,had,VERB,nsubj
4335,brainiac_female,she,women,had,VERB,nsubj
4350,brainiac_female,she,women,seems,VERB,nsubj
4354,brainiac_female,woman,women,other,ADJ,amod
4362,brainiac_female,you,other,notice,VERB,nsubj
4379,brainiac_female,she,women,processing,VERB,nsubj
4390,brainiac_female,others,other,see,VERB,nsubj
4432,brainiac_female,person,other,smartest,ADJ,amod
4448,brainiac_female,classmates,women,make,VERB,nsubj
4456,brainiac_female,her,women,calling,VERB,dobj
4464,brainiac_female,she,women,care,VERB,nsubj
4469,brainiac_female,she,women,knew,VERB,nsubj
4479,brainiac_female,she,women,show,VERB,nsubj
4482,brainiac_female,them,other,show,VERB,dobj
4511,brainiac_female,she,women,do,VERB,nsubj
4515,brainiac_female,she,women,put,VERB,nsubj
4521,brainiac_female,she,women,went,VERB,nsubj
4545,brainiac_female,people,other,ask,VERB,nsubj
4549,brainiac_female,her,women,ask,VERB,dobj
4568,brainiac_female,she,women,felt,VERB,nsubj
4587,brainiac_female,she,women,figure,VERB,nsubj
4593,brainiac_female,she,women,loved,VERB,nsubj
4609,brainiac_female,she,women,came,VERB,nsubj
4616,brainiac_female,she,women,solve,VERB,nsubj
4621,brainiac_female,she,women,thought,VERB,nsubj
4629,brainiac_female,she,women,figure,VERB,nsubj
4637,brainiac_female,she,women,asked,VERB,nsubj
4659,brainiac_female,she,women,excelled,VERB,nsubj
4682,brainiac_female,peers,women,teased,VERB,nsubj
4685,brainiac_female,her,women,teased,VERB,dobj
4688,brainiac_female,her,women,called,VERB,dobj
4726,brainiac_female,girl,women,young,ADJ,amod
4759,brainiac_female,classmates,women,roll,VERB,nsubj
4779,brainiac_female,she,women,care,VERB,nsubj
4784,brainiac_female,she,women,loved,VERB,nsubj
4788,brainiac_female,she,women,loved,VERB,nsubj
4816,brainiac_female,she,women,solve,VERB,nsubj
4835,brainiac_female,people,other,went,VERB,nsubj
4839,brainiac_female,they,other,needed,VERB,nsubj
4851,brainiac_female,she,women,come,VERB,nsubj
4879,brainiac_female,she,women,solve,VERB,nsubj
4889,brainiac_female,she,women,had,VERB,nsubj
4897,brainiac_female,people,other,come,VERB,nsubj
4905,brainiac_female,she,women,help,VERB,nsubj
4909,brainiac_female,them,other,help,VERB,dobj
4912,brainiac_female,she,women,stumped,VERB,nsubjpass
4925,brainiac_female,person,other,social,ADJ,amod
4988,brainiac_female,she,women,have,VERB,nsubj
4992,brainiac_female,friends,other,have,VERB,dobj
4999,brainiac_female,woman,women,looking,VERB,nsubj
5011,brainiac_female,she,women,seeking,VERB,nsubj
5044,brainiac_female,her,women,led,VERB,dobj
5052,brainiac_female,she,women,respected,VERB,nsubjpass
5080,brainiac_female,she,women,loved,VERB,nsubj
5103,brainiac_female,she,women,loved,VERB,nsubj
5120,brainiac_female,she,women,knew,VERB,nsubj
5123,brainiac_female,she,women,destined,VERB,nsubjpass
5132,brainiac_female,she,women,predicted,VERB,nsubj
5138,brainiac_female,she,women,become,VERB,nsubj
5149,brainiac_female,woman,women,looking,VERB,nsubj
5168,brainiac_female,she,women,learning,VERB,nsubj
5199,brainiac_female,woman,women,loves,VERB,nsubj
5203,brainiac_female,herself,women,challenge,VERB,dobj
5207,brainiac_female,friends,women,know,VERB,nsubj
5239,brainiac_female,she,women,solve,VERB,nsubj
5274,brainiac_female,woman,women,felt,VERB,nsubj
5280,brainiac_female,she,women,help,VERB,nsubj
5312,brainiac_female,she,women,think,VERB,nsubj
5316,brainiac_female,anyone,other,think,VERB,dobj
5323,brainiac_female,she,women,solve,VERB,nsubj
5335,brainiac_female,friends,women,come,VERB,nsubj
5354,brainiac_female,she,women,met,VERB,nsubj
5357,brainiac_female,man,men,met,VERB,dobj
5364,brainiac_female,they,other,began,VERB,nsubj
5371,brainiac_female,she,women,found,VERB,nsubj
5373,brainiac_female,herself,women,challenged,VERB,nsubj
5395,brainiac_female,she,women,solve,VERB,nsubj
5414,brainiac_female,people,other,come,VERB,nsubj
5419,brainiac_female,they,other,needed,VERB,nsubj
5426,brainiac_female,she,women,loved,VERB,nsubj
5430,brainiac_female,she,women,loved,VERB,nsubj
5436,brainiac_female,people,other,help,VERB,dobj
5440,brainiac_female,she,women,making,VERB,nsubj
5453,brainiac_female,man,men,came,VERB,nsubj
5471,brainiac_female,she,women,solve,VERB,nsubj
5488,brainiac_female,people,other,went,VERB,nsubj
5492,brainiac_female,they,other,needed,VERB,nsubj
5501,brainiac_female,her,women,successful,ADJ,nsubj
5557,brainiac_female,she,women,reading,VERB,nsubj
5571,brainiac_female,she,women,graduated,VERB,nsubj
5579,brainiac_female,she,women,enrolled,VERB,nsubj
5648,brainiac_female,she,women,invited,VERB,nsubjpass
5656,brainiac_female,she,women,asked,VERB,nsubjpass
5686,brainiac_female,everyone,other,went,VERB,nsubj
5690,brainiac_female,they,other,needed,VERB,nsubj
5707,brainiac_female,genius,other,true,ADJ,amod
5710,brainiac_female,she,women,understand,VERB,nsubj
5798,brainiac_female,people,other,say,VERB,nsubj
5821,brainiac_female,she,women,felt,VERB,nsubj
5840,brainiac_female,she,women,solve,VERB,nsubj
5906,brainiac_female,she,women,recall,VERB,nsubj
5916,brainiac_female,she,women,heard,VERB,nsubj
5928,brainiac_female,she,women,amazes,VERB,nsubj
5930,brainiac_female,everyone,other,amazes,VERB,dobj
5950,brainiac_female,friends,women,come,VERB,nsubj
5978,brainiac_female,she,women,solve,VERB,nsubj
5995,brainiac_female,people,other,went,VERB,nsubj
5999,brainiac_female,they,other,needed,VERB,nsubj
6011,brainiac_female,she,women,come,VERB,nsubj
6035,brainiac_female,genius,other,true,ADJ,amod
6040,brainiac_female,woman,women,looking,VERB,nsubj
6056,brainiac_female,she,women,seeking,VERB,nsubj
6067,brainiac_female,life,other,personal,ADJ,amod
6075,brainiac_female,she,women,looking,VERB,nsubj
6084,brainiac_female,herself,women,improve,VERB,dobj
6095,brainiac_female,her,women,helped,VERB,dobj
6120,brainiac_female,she,women,do,VERB,nsubj
6124,brainiac_female,she,women,put,VERB,nsubj
6130,brainiac_female,she,women,went,VERB,nsubj
6150,brainiac_female,she,women,looked,VERB,nsubjpass
6164,brainiac_female,they,other,understand,VERB,nsubj
6168,brainiac_female,her,women,understand,VERB,dobj
6170,brainiac_female,she,women,understand,VERB,nsubj
6174,brainiac_female,them,other,understand,VERB,dobj
6198,brainiac_female,she,women,solve,VERB,nsubj
6224,brainiac_female,she,women,had,VERB,nsubj
6278,brainiac_female,she,women,loves,VERB,nsubj
6282,brainiac_female,herself,women,challenge,VERB,dobj
6305,brainiac_female,she,women,loved,VERB,nsubj
6319,brainiac_female,she,women,exploring,VERB,nsubj
6331,brainiac_female,friends,women,come,VERB,nsubj
6373,brainiac_female,she,women,went,VERB,nsubj
6405,brainiac_female,she,women,went,VERB,nsubj
6460,brainiac_female,she,women,became,VERB,nsubj
6475,brainiac_female,she,women,working,VERB,nsubj
6509,brainiac_female,she,women,solve,VERB,nsubj
6528,brainiac_female,people,other,went,VERB,nsubj
6532,brainiac_female,they,other,needed,VERB,nsubj
6574,brainiac_female,she,women,solve,VERB,nsubj
6585,brainiac_female,she,women,coming,VERB,nsubj
6600,brainiac_female,friends,women,came,VERB,nsubj
6610,brainiac_female,they,other,knew,VERB,nsubj
6613,brainiac_female,she,women,figure,VERB,nsubj
6622,brainiac_female,she,women,asked,VERB,nsubjpass
6642,brainiac_female,she,women,aced,VERB,nsubj
6657,brainiac_female,she,women,went,VERB,nsubj
6671,brainiac_female,researcher,other,renowned,VERB,amod
6687,brainiac_female,she,women,longed,VERB,nsubj
6698,brainiac_female,people,other,other,ADJ,amod
6712,brainiac_female,person,other,smartest,ADJ,amod
6718,brainiac_female,she,women,breeze,VERB,nsubj
6734,brainiac_female,she,women,accepted,VERB,nsubjpass
6740,brainiac_female,she,women,knew,VERB,nsubj
6742,brainiac_female,she,women,going,VERB,nsubj
6777,brainiac_female,she,women,developed,VERB,nsubj
6798,brainiac_female,she,women,solve,VERB,nsubj
6808,brainiac_female,people,other,come,VERB,nsubj
6822,brainiac_female,she,women,have,VERB,nsubj
6846,brainiac_female,she,women,do,VERB,nsubj
6855,brainiac_female,woman,women,approached,VERB,nsubjpass
6889,brainiac_female,doctor,other,successful,ADJ,amod
6893,brainiac_female,she,women,felt,VERB,nsubjpass
6911,brainiac_female,she,women,felt,VERB,nsubjpass
6971,brainiac_female,friends,women,help,VERB,dobj
6973,brainiac_female,they,other,needed,VERB,nsubj
7018,brainiac_female,she,women,solve,VERB,nsubj
7048,brainiac_female,friends,women,come,VERB,nsubj
7057,brainiac_female,they,other,stuck,VERB,nsubjpass
7066,brainiac_female,enemies,women,respected,VERB,nsubj
7068,brainiac_female,her,women,respected,VERB,dobj
7108,brainiac_female,she,women,decided,VERB,nsubj
7140,brainiac_female,she,women,continued,VERB,nsubj
7179,brainiac_female,her,women,get,VERB,dobj
7185,brainiac_female,person,other,smartest,ADJ,amod
7191,brainiac_female,she,women,loved,VERB,nsubj
7209,brainiac_female,she,women,loved,VERB,nsubj
7250,brainiac_female,she,women,saw,VERB,nsubj
7253,brainiac_female,man,men,saw,VERB,dobj
7268,brainiac_female,they,other,became,VERB,nsubj
7273,brainiac_female,they,other,began,VERB,nsubj
7295,brainiac_female,she,women,getting,VERB,nsubj
7306,brainiac_female,she,women,knew,VERB,nsubj
7322,brainiac_female,people,other,other,ADJ,amod
7323,brainiac_female,people,other,stumped,VERB,dobj
7338,brainiac_female,she,women,wanted,VERB,nsubj
7341,brainiac_female,she,women,had,VERB,nsubj
7349,brainiac_female,people,other,come,VERB,nsubj
7357,brainiac_female,they,other,knew,VERB,nsubj
7359,brainiac_female,she,women,engineering,VERB,nsubj
7367,brainiac_female,woman,women,intelligent,ADJ,amod
7381,brainiac_female,students,other,top,ADJ,amod
7406,brainiac_female,she,women,solve,VERB,nsubj
7419,brainiac_female,she,women,figured,VERB,nsubj
7457,brainiac_female,she,women,remember,VERB,nsubj
7461,brainiac_female,she,women,read,VERB,nsubj
7468,brainiac_female,she,women,presented,VERB,nsubjpass
7488,brainiac_female,she,women,met,VERB,nsubj
7491,brainiac_female,man,men,met,VERB,dobj
7498,brainiac_female,they,other,bonded,VERB,nsubj
7548,brainiac_female,experts,other,leading,VERB,amod
7573,brainiac_female,her,women,successful,ADJ,nsubj
7578,brainiac_female,woman,women,looking,VERB,nsubj
7592,brainiac_female,she,women,expanding,VERB,nsubj
7603,brainiac_female,classes,other,taking,VERB,dobj
7609,brainiac_female,she,women,loves,VERB,nsubj
7623,brainiac_female,friends,women,admire,VERB,nsubj
7627,brainiac_female,her,women,admire,VERB,dobj
7642,brainiac_female,life,women,improve,VERB,dobj
7660,brainiac_female,she,women,solve,VERB,nsubj
7676,brainiac_female,people,other,came,VERB,nsubj
7680,brainiac_female,they,other,needed,VERB,nsubj
7693,brainiac_female,she,women,find,VERB,nsubj
7705,brainiac_female,child,other,bright,ADJ,amod
7721,brainiac_female,she,women,entering,VERB,nsubj
7728,brainiac_female,she,women,taking,VERB,nsubj
7736,brainiac_female,she,women,knew,VERB,nsubj
7738,brainiac_female,she,women,wanted,VERB,nsubj
7757,brainiac_female,she,women,attended,VERB,nsubj
7770,brainiac_female,students,other,youngest,ADJ,amod
7803,brainiac_female,she,women,had,VERB,nsubj
7817,brainiac_female,she,women,asking,VERB,nsubj
7832,brainiac_female,she,women,grew,VERB,nsubj
7844,brainiac_female,she,women,went,VERB,nsubj
7869,brainiac_female,she,women,do,VERB,nsubj
7873,brainiac_female,she,women,put,VERB,nsubj
7908,brainiac_female,classmates,women,stumped,VERB,dobj
7920,brainiac_female,she,women,got,VERB,nsubj
7924,brainiac_female,she,women,continued,VERB,nsubj
7945,brainiac_female,she,women,had,VERB,nsubj
7959,brainiac_female,peers,women,seek,VERB,nsubj
7963,brainiac_female,her,women,seek,VERB,dobj
7979,brainiac_female,she,women,went,VERB,nsubj
7991,brainiac_female,intellect,women,continued,VERB,nsubj
7995,brainiac_female,her,women,serve,VERB,dobj
7998,brainiac_female,she,women,made,VERB,nsubj
8009,brainiac_female,child,other,bright,ADJ,amod
8057,brainiac_female,life,other,claimed,VERB,dobj
8067,brainiac_female,she,women,found,VERB,nsubj
8095,brainiac_female,she,women,do,VERB,nsubj
8099,brainiac_female,she,women,put,VERB,nsubj
8118,brainiac_female,she,women,knew,VERB,nsubj
8128,brainiac_female,friends,women,ask,VERB,nsubj
8132,brainiac_female,her,women,ask,VERB,dobj
8151,brainiac_female,woman,women,decided,VERB,nsubj
8173,brainiac_female,she,women,loves,VERB,nsubj
8206,brainiac_female,others,other,challenging,VERB,dobj
8214,brainiac_female,intellect,women,respected,VERB,nsubjpass
8223,brainiac_female,she,women,sought,VERB,nsubjpass
8248,brainiac_female,person,other,smartest,ADJ,amod
8254,brainiac_female,she,women,loved,VERB,nsubj
8269,brainiac_female,she,women,loved,VERB,nsubj
8273,brainiac_female,herself,women,challenge,VERB,dobj
8278,brainiac_female,she,women,decided,VERB,nsubj
8288,brainiac_female,she,women,decided,VERB,nsubj
8297,brainiac_female,she,women,decided,VERB,nsubj
8329,brainiac_female,she,women,diagnosed,VERB,nsubjpass
8339,brainiac_female,she,women,hesitate,VERB,nsubj
8367,brainiac_female,she,women,spent,VERB,nsubj
8380,brainiac_female,she,women,researching,VERB,nsubj
8385,brainiac_female,she,women,spending,VERB,nsubj
8404,brainiac_female,she,women,solve,VERB,nsubj
8435,brainiac_female,friends,women,come,VERB,nsubj
8444,brainiac_female,they,other,needed,VERB,nsubj
8449,brainiac_female,they,other,knew,VERB,nsubj
8486,brainiac_female,she,women,graduated,VERB,nsubj
8498,brainiac_female,scientist,other,successful,ADJ,amod
8533,brainiac_female,person,other,kind,ADJ,amod
8559,brainiac_female,she,women,answer,VERB,nsubj
8577,brainiac_female,she,women,found,VERB,nsubj
8580,brainiac_female,herself,women,bored,ADJ,nsubj
8589,brainiac_female,they,other,keep,VERB,nsubj
8600,brainiac_female,she,women,let,VERB,nsubj
8606,brainiac_female,her,women,dissuade,VERB,dobj
8610,brainiac_female,life,women,living,VERB,dobj
